"dataset","specification","sample_size","outer_folds","model","zipcode_representation","completed_folds","n_test_n_train_ratio","rmse_mean","rmse_sample_variance","rmse_std","rmse_corrected_se","mae_mean","mae_sample_variance","mae_std","mae_corrected_se","r2_mean","r2_sample_variance","r2_std","r2_corrected_se"
"California Housing","Parsimonious","10000","5","OLS","Not applicable","5","0.25","0.405791692082245","9.55986761957647E-05","0.00977745755274676","0.00655891792051815","0.309297678902977","3.29064749439728E-05","0.00573641655948841","0.00384810521228147","0.487474189702553","0.000303059085055835","0.0174085922766844","0.0116780387169732"
"California Housing","Parsimonious","10000","5","Ridge","Not applicable","5","0.25","0.405909811055527","9.17022798920171E-05","0.00957613073699483","0.00642386378680368","0.309720569510125","2.76027675322978E-05","0.00525383360340787","0.0035243787239078","0.487180294556834","0.000285332800111455","0.0168917968289775","0.0113313617915127"
"California Housing","Parsimonious","10000","5","Random Forest","Not applicable","5","0.25","0.35307638207346","3.9100485185988E-05","0.00625303807648634","0.0041946654614754","0.268086396753887","1.47735675035547E-05","0.00384363987693367","0.00257839201375578","0.611968810432117","0.000110765772693513","0.0105245319465292","0.00706007065914223"
"California Housing","Parsimonious","10000","5","XGBoost","Not applicable","5","0.25","0.351194449020721","4.89143583951756E-05","0.00699388006725706","0.00469163737706027","0.266813467209204","2.97506324103901E-05","0.00545441402997518","0.00365893216453593","0.616072823252324","0.000154327196812895","0.0124228497862968","0.00833350097892852"
"California Housing","Parsimonious","10000","5","TabPFN","Not applicable","5","0.25","0.344081641208533","3.19505536823012E-05","0.00565248208155507","0.003791800252787","0.259549175826366","1.65602311231691E-05","0.00406942638748622","0.00272985420955517","0.631457426690919","0.000116006635063207","0.010770637634941","0.00722516337382368"
"California Housing","Parsimonious","20640","5","OLS","Not applicable","5","0.25","0.409996215315701","8.04952650496918E-05","0.00897191535011849","0.00601854378337163","0.311768835266213","1.46582881617912E-05","0.00382861439189052","0.00256831261197037","0.480747960278116","0.00041745991828648","0.0204318359010266","0.0137060921939449"
"California Housing","Parsimonious","20640","5","Ridge","Not applicable","5","0.25","0.410091249356276","7.91774561634284E-05","0.00889817150674386","0.0059690749093593","0.312063873748048","1.32340179927318E-05","0.00363785898472327","0.00244034999471988","0.480511136680246","0.000408164979662235","0.0202030933191488","0.0135526470052166"
"California Housing","Parsimonious","20640","5","Random Forest","Not applicable","5","0.25","0.352557486179499","6.0005549874395E-05","0.00774632492698279","0.00519639273376039","0.265923450644057","2.63144733495957E-05","0.00512976347891359","0.00344114995420398","0.616006054966049","0.000266257053803664","0.0163173850173263","0.0109460346341334"
"California Housing","Parsimonious","20640","5","XGBoost","Not applicable","5","0.25","0.351299896863964","6.45671174586818E-05","0.00803536666610067","0.00539028782686109","0.265123547753018","2.97363605716178E-05","0.00545310558962669","0.0036580544360668","0.618728535086017","0.000285462689941606","0.0168956411521317","0.0113339406418828"
"California Housing","Parsimonious","20640","5","TabPFN","Not applicable","5","0.25","0.345741329995663","6.65381480135597E-05","0.00815709188458483","0.00547194358579307","0.259652359971997","3.52966557915488E-05","0.00594109887070976","0.00398541028078628","0.630695800095149","0.000280754935289731","0.0167557433523473","0.0112400943448166"
"California Housing","Extended","1000","5","OLS","Not applicable","5","0.25","0.381379073204911","0.00717007450443101","0.0846762924579897","0.0568025838056153","0.266664258731305","0.000392839081463462","0.019820168552852","0.0132957732629042","0.545195867857707","0.0342870519699268","0.185167632079494","0.124214223768726"
"California Housing","Extended","1000","5","Ridge","Not applicable","5","0.25","0.381124922454478","0.007088111361619","0.0841909220855728","0.0564769874615188","0.266570154221294","0.000388475927849169","0.0197097926891474","0.0132217308826086","0.545920498609239","0.0337675387865441","0.183759459039648","0.123269592576372"
"California Housing","Extended","1000","5","Random Forest","Not applicable","5","0.25","0.301076095968704","0.000282451055498427","0.0168062802397921","0.011273995519526","0.223490669223997","0.000240468104886179","0.0155070340454317","0.0104024346764967","0.720052193175657","0.00138692170835818","0.0372413977766434","0.0249822891017052"
"California Housing","Extended","1000","5","XGBoost","Not applicable","5","0.25","0.263005419360067","0.00035806545641194","0.0189226175887994","0.0126936777722366","0.192452567604561","0.000186998517357612","0.0136747401202952","0.00917329454508714","0.786149891314855","0.00106486963814558","0.03263234037187","0.0218904394009237"
"California Housing","Extended","1000","5","TabPFN","Not applicable","5","0.25","0.227711991030386","0.000115200405508072","0.0107331451824743","0.00720001267211609","0.158735499177941","6.94553407599649E-05","0.00833398708662096","0.00559060849478697","0.84039534760376","0.000236972507949254","0.0153939113921464","0.0103265496937343"
"California Housing","Extended","2500","5","OLS","Not applicable","5","0.25","0.341089170497614","0.000450485720156784","0.0212246488818257","0.0142379273094981","0.251622382848111","7.44522869626435E-05","0.00862857386609418","0.00578822331403943","0.63948422058733","0.00181573408176392","0.0426114313507997","0.0285846171356862"
"California Housing","Extended","2500","5","Ridge","Not applicable","5","0.25","0.341074776733343","0.000448762874700606","0.0211840240440905","0.0142106753398729","0.251657937444357","7.39341348572072E-05","0.00859849608112995","0.00576804652250164","0.639514682227316","0.00181175175321897","0.0425646772948999","0.0285532535615214"
"California Housing","Extended","2500","5","Random Forest","Not applicable","5","0.25","0.265374424426848","6.96421011331427E-05","0.00834518430791931","0.00559811981918164","0.196715419021111","4.62865404428684E-05","0.00680342123073887","0.00456387370544922","0.782181738730868","0.000144801743515959","0.0120333596105144","0.00807222302604316"
"California Housing","Extended","2500","5","XGBoost","Not applicable","5","0.25","0.243056540226302","0.000111649178513262","0.0105664174871742","0.00708816833398924","0.179641928856718","3.80819719754259E-05","0.00617105922637483","0.00413967237700542","0.81685602641192","0.00036110248809309","0.0190026968636846","0.0127473965829063"
"California Housing","Extended","2500","5","TabPFN","Not applicable","5","0.25","0.20335862593082","7.14134638879443E-05","0.00845064872586385","0.00566886750150106","0.140893441816365","1.48173195828459E-05","0.00384932715975739","0.00258220715905612","0.871956072650611","0.000121867457793218","0.0110393594829237","0.00740542746956231"
"California Housing","Extended","5000","5","OLS","Not applicable","5","0.25","0.336574947389157","0.000258563514580482","0.0160799102789935","0.0107867317367781","0.250356488234619","0.000116747160101004","0.0108049599768349","0.00724818750071023","0.648513190139848","0.00112161457505942","0.0334905147028143","0.0224661202430847"
"California Housing","Extended","5000","5","Ridge","Not applicable","5","0.25","0.336519315699191","0.000257509956845658","0.016047116776719","0.0107647331866863","0.250464101683473","0.000117999575209342","0.0108627609386077","0.00728696156461689","0.648632236564506","0.00111518382954071","0.0333943682308965","0.0224016232289832"
"California Housing","Extended","5000","5","Random Forest","Not applicable","5","0.25","0.251778677284441","9.25308198516366E-05","0.0096192941451874","0.00645281868126143","0.181871234337634","2.7853008833837E-05","0.00527759498577117","0.00354031834376891","0.803604653806024","0.000121459860332986","0.0110208829198475","0.00739303301425359"
"California Housing","Extended","5000","5","XGBoost","Not applicable","5","0.25","0.236938031856633","0.000169412869151071","0.0130158698960566","0.00873131096216267","0.172334376033124","1.61181553123334E-05","0.00401474224730971","0.00269317097313743","0.825959324199285","0.000240136460320824","0.0154963369968785","0.0103952588781796"
"California Housing","Extended","5000","5","TabPFN","Not applicable","5","0.25","0.193971268145044","0.000129603954676719","0.0113843732667512","0.00763686975170609","0.129690283834093","1.4013047485137E-05","0.00374340052427428","0.0025111494117857","0.883205333526712","0.000165202829666729","0.0128531252879107","0.00862213856012696"
"California Housing","Extended","10000","5","OLS","Not applicable","5","0.25","0.34884238377695","1.86045214240938E-05","0.00431329588877158","0.00289344684430908","0.264759088478256","2.71070570882584E-05","0.00520644380438878","0.00349258868029378","0.621166170192264","0.000110462967013216","0.0105101363936543","0.00705041382870164"
"California Housing","Extended","10000","5","Ridge","Not applicable","5","0.25","0.348840152844549","1.8614504845401E-05","0.00431445301810102","0.0028942230702609","0.26476064921726","2.70997147088407E-05","0.00520573863239797","0.0034921156365416","0.621170935407638","0.000110560470870824","0.010514773933415","0.00705352478494766"
"California Housing","Extended","10000","5","Random Forest","Not applicable","5","0.25","0.241351986544822","2.25603644744292E-05","0.00474977520251529","0.00318624606920011","0.17015576320688","1.40629384108491E-05","0.0037500584543243","0.00251561568704008","0.818703046697996","2.17775835171849E-05","0.0046666458529853","0.00313048120625779"
"California Housing","Extended","10000","5","XGBoost","Not applicable","5","0.25","0.236543412788091","1.62409687210474E-05","0.00403000852617552","0.00270341190432966","0.169754980832578","4.25239017454803E-06","0.00206213243380439","0.00138332049017811","0.825866659243271","9.04509806787376E-06","0.00300750695225693","0.00201749699641491"
"California Housing","Extended","10000","5","TabPFN","Not applicable","5","0.25","0.191183222346439","1.39063871563558E-05","0.0037291268624647","0.00250157434835747","0.124584904936547","6.88438465958771E-06","0.0026238110944936","0.00176010599022175","0.886202209885535","1.8767789567116E-05","0.0043321806941904","0.00290611515690659"
"California Housing","Extended","20640","5","OLS","Not applicable","5","0.25","0.355331642900155","0.000100875657847149","0.0100436874626379","0.00673751037336619","0.268935439623795","2.07134330881247E-05","0.00455120127967602","0.00305303863219189","0.609911668846769","0.000407442156033636","0.0201851964576428","0.0135406414255432"
"California Housing","Extended","20640","5","Ridge","Not applicable","5","0.25","0.355438687559486","9.59251477383625E-05","0.0097941384377781","0.00657010779837463","0.26915106420365","1.80707611069026E-05","0.00425097178382809","0.00285163856372194","0.609686018151273","0.000386338445901709","0.0196554940386068","0.0131853062405"
"California Housing","Extended","20640","5","Random Forest","Not applicable","5","0.25","0.231831729274671","9.72939402068812E-05","0.0098637690669886","0.00661681744444386","0.159435887059508","2.48322934153266E-05","0.0049832011213001","0.00334283293583406","0.833805925243823","0.000188756629484483","0.0137388729335591","0.00921631614410102"
"California Housing","Extended","20640","5","XGBoost","Not applicable","5","0.25","0.233187352317323","5.66990883175358E-05","0.00752987970139867","0.00505119686241698","0.166391872771856","1.83993976813075E-05","0.00428945190919627","0.00287745181655374","0.831937896649669","0.000112963520257545","0.0106284298114794","0.00712976746576599"
"California Housing","Extended","20640","5","TabPFN","Not applicable","5","0.25","0.187872839050357","9.3397907383811E-05","0.00966425927755516","0.00648298220903891","0.118990648130261","1.34598577843002E-05","0.00366876788367705","0.00246108431447098","0.890783063903966","0.000120904101016542","0.0109956400912608","0.00737609961005436"
